,x,y,z
17764,-14.8842,-7.4554,-10.7044
17765,-14.6481,-7.1262,-10.6894
17766,-14.2526,-7.2356,-10.6741
17767,-14.2251,-7.6494,-10.6587
17768,-14.6022,-7.81,-10.6434
17769,-14.8808,-7.5094,-10.6281
17770,-14.6869,-7.1429,-10.6127
17771,-14.2812,-7.2046,-10.5974
17772,-12.8164,-7.5233,-7.4948
17773,-12.8702,-7.5207,-10.4423
17774,-12.9092,-7.1822,-10.4423
17775,-12.9847,-6.8421,-10.4423
17776,-13.1138,-6.5235,-10.4423
17777,-13.2963,-6.2268,-10.4423
17778,-13.5224,-5.9679,-10.4423
17779,-13.788,-5.7498,-10.4423
17780,-14.0902,-5.5763,-10.4423
17781,-14.4125,-5.457,-10.4423
17782,-14.7547,-5.3918,-10.4423
17783,-15.0984,-5.3844,-10.4423
17784,-15.4386,-5.4336,-10.4423
17785,-15.7703,-5.5399,-10.4423
17786,-16.0757,-5.6976,-10.4423
17787,-16.3545,-5.9065,-10.4423
17788,-16.5916,-6.1553,-10.4423
17789,-16.7846,-6.4398,-10.4423
17790,-16.9296,-6.7565,-10.4423
17791,-17.019,-7.0884,-10.4423
17792,-17.0525,-7.4352,-10.4423
17793,-17.0285,-7.7785,-10.4423
17794,-16.9483,-8.1127,-10.4423
17795,-16.812,-8.4333,-10.4423
17796,-16.6269,-8.723,-10.4423
17797,-16.3934,-8.9814,-10.4423
17798,-16.1238,-9.1947,-10.4423
17799,-15.8228,-9.3608,-10.4423
17800,-15.4986,-9.475,-10.4423
17801,-15.1554,-9.5347,-10.4423
17802,-14.8071,-9.5363,-10.4423
17803,-14.4723,-9.4821,-10.4423
17804,-14.1423,-9.3705,-10.4423
17805,-13.8394,-9.208,-10.4423
17806,-13.564,-8.9947,-10.4423
17807,-13.328,-8.7384,-10.4423
17808,-13.1425,-8.4546,-10.4423
17809,-13.0025,-8.1356,-10.4423
17810,-12.9184,-7.8023,-10.4423
17811,-12.8904,-7.4597,-10.4423
17812,-12.9208,-7.1077,-10.4423
17813,-13.0055,-6.7793,-10.4423
17814,-13.1446,-6.465,-10.4423
17815,-13.3364,-6.1742,-10.4423
17816,-13.5707,-5.9226,-10.4423
17817,-13.8431,-5.713,-10.4423
17818,-14.1506,-5.5493,-10.4423
17819,-14.4766,-5.4403,-10.4423
17820,-14.8207,-5.386,-10.4423
17821,-15.1644,-5.3895,-10.4423
17822,-15.5028,-5.4495,-10.4423
17823,-15.831,-5.5663,-10.4423
17824,-16.1313,-5.7336,-10.4423
17825,-16.4033,-5.9513,-10.4423
17826,-16.6324,-6.2076,-10.4423
17827,-16.8161,-6.498,-10.4423
17828,-16.951,-6.8192,-10.4423
17829,-17.0298,-7.1538,-10.4423
17830,-17.0523,-7.5015,-10.4423
17831,-17.0173,-7.8434,-10.4423
17832,-16.9266,-8.1749,-10.4423
17833,-16.7825,-8.487,-10.4423
17834,-16.5861,-8.7747,-10.4423
17835,-16.3445,-9.0257,-10.4423
17836,-16.0683,-9.2303,-10.4423
17837,-15.7622,-9.3867,-10.4423
17838,-15.4346,-9.4906,-10.4423
17839,-15.0896,-9.5394,-10.4423
17840,-14.7414,-9.53,-10.4423
17841,-14.4041,-9.4639,-10.4423
17842,-14.0822,-9.3432,-10.4423
17843,-13.7847,-9.1711,-10.4423
17844,-13.5161,-8.9492,-10.4423
17845,-13.2884,-8.6856,-10.4423
17846,-13.112,-8.396,-10.4423
17847,-12.9822,-8.0727,-10.4423
17848,-12.9087,-7.7369,-10.4423
17849,-12.8866,-7.392,-10.4423
17850,-12.9273,-7.046,-10.4423
17851,-13.0233,-6.7159,-10.4423
17852,-13.1722,-6.4061,-10.4423
17853,-13.3699,-6.125,-10.4423
17854,-13.6112,-5.8801,-10.4423
17855,-13.8973,-5.6734,-10.4423
17856,-14.2012,-5.523,-10.4423
17857,-14.53,-5.4228,-10.4423
17858,-14.8755,-5.3778,-10.4423
17859,-15.219,-5.3903,-10.4423
17860,-15.5558,-5.459,-10.4423
17861,-15.8809,-5.5842,-10.4423
17862,-16.1769,-5.759,-10.4423
17863,-16.4434,-5.9833,-10.4423
17864,-16.6662,-6.2451,-10.4423
17865,-16.8429,-6.5399,-10.4423
17866,-16.9702,-6.8641,-10.4423
17867,-17.0412,-7.2005,-10.4423
17868,-17.0558,-7.5489,-10.4423
17869,-17.0132,-7.89,-10.4423
17870,-16.9152,-8.2194,-10.4423
17871,-16.7643,-8.5283,-10.4423
17872,-16.5618,-8.8118,-10.4423
17873,-16.315,-9.0576,-10.4423
17874,-16.0387,-9.2541,-10.4423
17875,-15.7255,-9.4067,-10.4423
17876,-15.3959,-9.5041,-10.4423
17877,-15.0501,-9.5463,-10.4423
17878,-14.7021,-9.5303,-10.4423
17879,-14.3705,-9.4593,-10.4423
17880,-14.0464,-9.3314,-10.4423
17881,-13.752,-9.1541,-10.4423
17882,-13.4906,-8.9309,-10.4423
17883,-13.2641,-8.6601,-10.4423
17884,-13.0925,-8.3676,-10.4423
17885,-12.9679,-8.0468,-10.4423
17886,-12.8997,-7.7054,-10.4423
17887,-12.8234,-7.3878,-10.4423
17888,-12.6605,-7.3867,-10.1841
17889,-12.6605,-7.3867,-9.7471
17890,-12.6605,-7.3867,-9.3101
17891,-12.6605,-7.3867,-8.8672
17892,-12.6605,-7.3867,-8.4302
17893,-12.6605,-7.3867,-7.9868
17894,-14.1935,-7.9045,-10.7723
17895,-14.6137,-8.2936,-10.7728
17896,-15.1881,-8.341,-10.7728
17897,-15.6797,-8.0267,-10.7728
17898,-15.8771,-7.4778,-10.7728
17899,-15.7076,-6.9339,-10.7728
17900,-15.2337,-6.5944,-10.7728
17901,-14.6562,-6.6124,-10.7728
17902,-14.2076,-6.9745,-10.7728
17903,-14.0701,-7.5496,-10.7728
17904,-14.3012,-8.0658,-10.7728
17905,-14.8038,-8.3433,-10.7728
17906,-15.3797,-8.2606,-10.7728
17907,-15.7802,-7.8497,-10.7728
17908,-15.8496,-7.2809,-10.7728
17909,-15.5585,-6.7862,-10.7728
17910,-15.0161,-6.573,-10.7728
17911,-14.4618,-6.7473,-10.7728
17912,-14.1501,-7.2198,-10.7728
17913,-14.2102,-7.791,-10.7728
17914,-14.6166,-8.2028,-10.7728
17915,-15.1878,-8.2537,-10.7728
17916,-15.6619,-7.9059,-10.7728
17917,-15.7849,-7.3544,-10.7728
17918,-15.5135,-6.8478,-10.7728
17919,-14.9694,-6.648,-10.7728
17920,-14.4385,-6.8657,-10.7728
17921,-14.2012,-7.3872,-10.7728
17922,-14.3834,-7.9292,-10.7728
17923,-14.8942,-8.2044,-10.7728
17924,-15.4484,-8.0363,-10.7728
17925,-15.7141,-7.538,-10.7728
17926,-15.5499,-6.9912,-10.7728
17927,-15.037,-6.7234,-10.7728
17928,-14.4973,-6.9103,-10.7728
17929,-14.2735,-7.4363,-10.7728
17930,-14.511,-7.9568,-10.7728
17931,-15.0625,-8.1302,-10.7728
17932,-15.5465,-7.8146,-10.7728
17933,-15.6131,-7.2541,-10.7728
17934,-15.2237,-6.8389,-10.7728
17935,-14.6496,-6.884,-10.7728
17936,-14.3471,-7.3637,-10.7728
17937,-14.5481,-7.895,-10.7728
17938,-15.1018,-8.0524,-10.7728
17939,-15.5338,-7.6847,-10.7728
17940,-15.466,-7.114,-10.7728
17941,-14.9665,-6.8614,-10.7728
17942,-14.4803,-7.1542,-10.7728
17943,-14.4997,-7.7258,-10.7728
17944,-14.9932,-7.9992,-10.7728
17945,-15.4613,-7.6842,-10.7728
17946,-15.3906,-7.125,-10.7728
17947,-14.86,-6.9409,-10.7728
17948,-14.4833,-7.3528,-10.7728
17949,-14.7211,-7.8641,-10.7728
17950,-15.2806,-7.821,-10.7728
17951,-15.4069,-7.2745,-10.7728
17952,-14.9347,-6.9919,-10.7728
17953,-14.544,-7.3844,-10.7728
17954,-14.8393,-7.8532,-10.7728
17955,-15.3421,-7.6445,-10.7728
17956,-15.2001,-7.1176,-10.7728
17957,-14.6625,-7.2043,-10.7728
17958,-14.6875,-7.6765,-10.7728
17959,-15.0837,-7.7997,-10.7728
17960,-15.3275,-7.476,-10.7728
17961,-15.0989,-7.129,-10.7728
17962,-14.7011,-7.2299,-10.7728
17963,-14.6622,-7.6384,-10.7664
17964,-15.0451,-7.8102,-10.7507
17965,-15.3236,-7.5162,-10.7356
17966,-15.1412,-7.1485,-10.7204
17967,-14.7296,-7.2002,-10.7049
17968,-14.6437,-7.601,-10.6896
17969,-14.9919,-7.8173,-10.6744
17970,-15.3148,-7.5568,-10.6589
17971,-14.1955,-7.9185,-10.7423
17972,-14.6272,-8.2993,-10.7548
17973,-15.2035,-8.3391,-10.7548
17974,-15.6844,-8.0205,-10.7548
17975,-15.8772,-7.4767,-10.7548
17976,-15.6972,-6.9198,-10.7548
17977,-15.2162,-6.5896,-10.7548
17978,-14.6474,-6.6159,-10.7548
17979,-14.2023,-6.9834,-10.7548
17980,-14.0704,-7.5522,-10.7548
17981,-14.3073,-8.0724,-10.7548
17982,-14.8132,-8.3449,-10.7548
17983,-15.3878,-8.2564,-10.7548
17984,-15.784,-7.8419,-10.7548
17985,-15.846,-7.2639,-10.7548
17986,-15.5508,-6.7796,-10.7548
17987,-15.0066,-6.5726,-10.7548
17988,-14.46,-6.7487,-10.7548
17989,-14.1478,-7.2292,-10.7548
17990,-14.2181,-7.8143,-10.7548
17991,-14.6265,-8.2074,-10.7548
17992,-15.1984,-8.2507,-10.7548
17993,-15.6632,-7.9037,-10.7548
17994,-15.7836,-7.3518,-10.7548
17995,-15.5184,-6.8521,-10.7548
17996,-14.968,-6.648,-10.7548
17997,-14.4381,-6.8661,-10.7548
17998,-14.2005,-7.4025,-10.7548
17999,-14.3887,-7.9355,-10.7548
18000,-14.8939,-8.2044,-10.7548
18001,-15.4477,-8.037,-10.7548
18002,-15.7147,-7.5323,-10.7548
18003,-15.5458,-6.9864,-10.7548
18004,-15.0379,-6.7235,-10.7548
18005,-14.4925,-6.9148,-10.7548
18006,-14.274,-7.45,-10.7548
18007,-14.5144,-7.9599,-10.7548
18008,-15.0671,-8.1295,-10.7548
18009,-15.5451,-7.8168,-10.7548
18010,-15.6091,-7.2424,-10.7548
18011,-15.2033,-6.8312,-10.7548
18012,-14.6442,-6.8873,-10.7548
18013,-14.3465,-7.3712,-10.7548
18014,-14.5598,-7.9058,-10.7548
18015,-15.1079,-8.051,-10.7548
18016,-15.5363,-7.6781,-10.7548
18017,-15.4676,-7.1164,-10.7548
18018,-14.9524,-6.8619,-10.7548
18019,-14.4715,-7.171,-10.7548
18020,-14.5009,-7.7278,-10.7548
18021,-14.9956,-7.9991,-10.7548
18022,-15.4655,-7.6749,-10.7548
18023,-15.3842,-7.1173,-10.7548
18024,-14.8508,-6.9432,-10.7548
18025,-14.4813,-7.3711,-10.7548
18026,-14.7358,-7.8729,-10.7548
18027,-15.2932,-7.8098,-10.7548
18028,-15.4055,-7.2713,-10.7548
18029,-14.9217,-6.9933,-10.7548
18030,-14.5435,-7.3973,-10.7548
18031,-14.8517,-7.8571,-10.7548
18032,-15.3479,-7.6323,-10.7548
18033,-15.1888,-7.1104,-10.7548
18034,-14.6507,-7.222,-10.7548
18035,-14.6971,-7.6887,-10.7548
18036,-15.0874,-7.7985,-10.7548
18037,-15.3277,-7.4662,-10.7548
18038,-15.0897,-7.1256,-10.7548
18039,-14.695,-7.2371,-10.7548
18040,-14.6673,-7.647,-10.748
18041,-15.0512,-7.8089,-10.7325
18042,-15.3253,-7.5039,-10.7172
18043,-15.1256,-7.1404,-10.7017
18044,-14.7254,-7.2042,-10.6867
18045,-14.6463,-7.6069,-10.6714
18046,-15.0046,-7.8164,-10.6559
18047,-15.3166,-7.5505,-10.6407
18048,-15.1718,-7.167,-10.6254
18049,-14.7567,-7.1774,-10.6099
18050,-14.6314,-7.5677,-10.5947
18051,-14.9626,-7.8178,-10.5792
18052,-15.3038,-7.5902,-10.564
18053,-15.2047,-7.1923,-10.5487
18054,-14.7967,-7.1513,-10.5334
18055,-14.6214,-7.5271,-10.518
18056,-14.9211,-7.8143,-10.5025
18057,-15.2837,-7.6333,-10.4875
18058,-15.2345,-7.2257,-10.4722
18059,-14.8339,-7.1331,-10.4568
18060,-14.6158,-7.4806,-10.4415
18061,-14.8812,-7.8062,-10.4258
18062,-15.262,-7.668,-10.4108
18063,-15.2638,-7.2579,-10.3955
18064,-14.8729,-7.1194,-10.38
18065,-14.6161,-7.4388,-10.3648
18066,-14.2836,-7.8756,-7.8948
18067,-14.4725,-8.2176,-10.4548
18068,-15.0303,-8.3655,-10.4548
18069,-15.5695,-8.142,-10.4548
18070,-15.8589,-7.6425,-10.4548
18071,-15.7916,-7.0773,-10.4548
18072,-15.3858,-6.6561,-10.4548
18073,-14.823,-6.5682,-10.4548
18074,-14.2982,-6.8555,-10.4548
18075,-14.0697,-7.3771,-10.4548
18076,-14.2046,-7.9436,-10.4548
18077,-14.6518,-8.3006,-10.4548
18078,-15.2331,-8.3198,-10.4548
18079,-15.7045,-7.9791,-10.4548
18080,-15.868,-7.4377,-10.4548
18081,-15.6635,-6.8933,-10.4548
18082,-15.1729,-6.593,-10.4548
18083,-14.6028,-6.6605,-10.4548
18084,-14.2023,-7.0706,-10.4548
18085,-14.1551,-7.6505,-10.4548
18086,-14.4813,-8.1227,-10.4548
18087,-15.0412,-8.2797,-10.4548
18088,-15.5531,-8.041,-10.4548
18089,-15.7906,-7.5123,-10.4548
18090,-15.6209,-6.9618,-10.4548
18091,-15.1335,-6.6622,-10.4548
18092,-14.57,-6.7642,-10.4548
18093,-14.225,-7.2301,-10.4548
18094,-14.2948,-7.7978,-10.4548
18095,-14.7384,-8.1712,-10.4548
18096,-15.3024,-8.1311,-10.4548
18097,-15.6812,-7.6937,-10.4548
18098,-15.6367,-7.1242,-10.4548
18099,-15.2003,-6.7548,-10.4548
18100,-14.6314,-6.8128,-10.4548
18101,-14.2885,-7.2783,-10.4548
18102,-14.4054,-7.8374,-10.4548
18103,-14.9032,-8.1329,-10.4548
18104,-15.4359,-7.951,-10.4548
18105,-15.6441,-7.4115,-10.4548
18106,-15.3638,-6.9148,-10.4548
18107,-14.8028,-6.8176,-10.4548
18108,-14.3843,-7.2014,-10.4548
18109,-14.4476,-7.7724,-10.4548
18110,-14.9349,-8.0656,-10.4548
18111,-15.4574,-7.8221,-10.4548
18112,-15.5444,-7.2684,-10.4548
18113,-15.1309,-6.8809,-10.4548
18114,-14.578,-7.0246,-10.4548
18115,-14.433,-7.5694,-10.4548
18116,-14.8248,-7.9792,-10.4548
18117,-15.3688,-7.8245,-10.4548
18118,-15.4712,-7.2628,-10.4548
18119,-15.0114,-6.9282,-10.4548
18120,-14.5289,-7.2011,-10.4548
18121,-14.6011,-7.7574,-10.4548
18122,-15.1434,-7.9034,-10.4548
18123,-15.4448,-7.4366,-10.4548
18124,-15.1003,-7.0068,-10.4548
18125,-14.5855,-7.2243,-10.4548
18126,-14.6968,-7.7703,-10.4548
18127,-15.2418,-7.7743,-10.4548
18128,-15.3166,-7.2344,-10.4548
18129,-14.7817,-7.0989,-10.4548
18130,-14.6335,-7.5738,-10.4548
18131,-14.9572,-7.8176,-10.4548
18132,-15.3039,-7.5897,-10.4548
18133,-15.2036,-7.1914,-10.4548
18134,-14.7954,-7.1521,-10.4548
18135,-14.623,-7.5352,-10.4522
18136,-14.9174,-7.8138,-10.4372
18137,-15.2875,-7.6314,-10.4219
18138,-15.2332,-7.2199,-10.4064
18139,-14.8323,-7.1337,-10.3912
18140,-14.6159,-7.4825,-10.3759
18141,-14.872,-7.8037,-10.3606
18142,-15.2639,-7.6653,-10.3451
18143,-15.2578,-7.2496,-10.3296
18144,-14.8686,-7.1206,-10.3146
18145,-14.6158,-7.4432,-10.2991
18146,-14.8345,-7.7905,-10.2838
18147,-15.239,-7.697,-10.2683
18148,-15.2805,-7.2843,-10.2529
18149,-14.9149,-7.1099,-10.2378
18150,-14.6203,-7.402,-10.2224
18151,-14.7976,-7.7725,-10.2071
18152,-15.2056,-7.7302,-10.1918
18153,-15.3033,-7.3319,-10.1766
18154,-14.9557,-7.1058,-10.1611
18155,-14.6312,-7.3565,-10.1459
18156,-14.7629,-7.7504,-10.1304
18157,-15.1728,-7.7556,-10.1152
18158,-15.3162,-7.3714,-10.0999
18159,-15.0031,-7.1068,-10.0846
18160,-14.6456,-7.318,-10.0692
18161,-14.7077,-7.7011,-10.0506
18162,-14.3442,-8.1159,-10.1548
18163,-14.8661,-8.3611,-10.1548
18164,-15.4369,-8.2383,-10.1548
18165,-15.812,-7.8007,-10.1548
18166,-15.8417,-7.2097,-10.1548
18167,-15.5178,-6.7384,-10.1548
18168,-14.971,-6.5561,-10.1548
18169,-14.419,-6.7434,-10.1548
18170,-14.0969,-7.224,-10.1548
18171,-14.1312,-7.8009,-10.1548
18172,-14.5057,-8.2306,-10.1548
18173,-15.0664,-8.3538,-10.1548
18174,-15.5988,-8.1029,-10.1548
18175,-15.8579,-7.5988,-10.1548
18176,-15.7586,-7.0335,-10.1548
18177,-15.3279,-6.6426,-10.1548
18178,-14.7551,-6.603,-10.1548
18179,-14.2836,-6.9304,-10.1548
18180,-14.1274,-7.4823,-10.1548
18181,-14.3588,-8.0149,-10.1548
18182,-14.8767,-8.2772,-10.1548
18183,-15.4273,-8.1445,-10.1548
18184,-15.7646,-7.6732,-10.1548
18185,-15.7088,-7.1025,-10.1548
18186,-15.2911,-6.7094,-10.1548
18187,-14.704,-6.6986,-10.1548
18188,-14.283,-7.076,-10.1548
18189,-14.232,-7.6453,-10.1548
18190,-14.5873,-8.1029,-10.1548
18191,-15.1538,-8.1858,-10.1548
18192,-15.6121,-7.8454,-10.1548
18193,-15.6955,-7.2805,-10.1548
18194,-15.3467,-6.819,-10.1548
18195,-14.7713,-6.7529,-10.1548
18196,-14.343,-7.1189,-10.1548
18197,-14.3249,-7.6892,-10.1548
18198,-14.738,-8.0946,-10.1548
18199,-15.3067,-8.0471,-10.1548
18200,-15.6356,-7.5797,-10.1548
18201,-15.4818,-7.0219,-10.1548
18202,-14.9602,-6.7929,-10.1548
18203,-14.4544,-7.0671,-10.1548
18204,-14.3764,-7.6221,-10.1548
18205,-14.7776,-8.0347,-10.1548
18206,-15.3371,-7.9436,-10.1548
18207,-15.5754,-7.4286,-10.1548
18208,-15.268,-6.9362,-10.1548
18209,-14.7094,-6.9282,-10.1548
18210,-14.4132,-7.4089,-10.1548
18211,-14.6833,-7.9159,-10.1548
18212,-15.2473,-7.9236,-10.1548
18213,-15.508,-7.4228,-10.1548
18214,-15.1774,-6.9662,-10.1548
18215,-14.6205,-7.0736,-10.1548
18216,-14.5256,-7.6308,-10.1548
18217,-14.9826,-7.9355,-10.1548
18218,-15.4245,-7.6013,-10.1548
18219,-15.239,-7.071,-10.1548
18220,-14.6853,-7.0968,-10.1548
18221,-14.5998,-7.6422,-10.1548
18222,-15.1086,-7.8515,-10.1548
18223,-15.3761,-7.3773,-10.1548
18224,-14.9298,-7.0519,-10.1548
18225,-14.6154,-7.4617,-10.1548
18226,-14.8464,-7.7952,-10.1548
18227,-15.2436,-7.6916,-10.1548
18228,-15.2795,-7.2826,-10.1548
18229,-14.8951,-7.1138,-10.1548
18230,-14.619,-7.4105,-10.1548
18231,-14.8047,-7.7764,-10.1413
18232,-15.216,-7.7208,-10.1259
18233,-15.2981,-7.3192,-10.1106
18234,-14.9361,-7.1072,-10.0949
18235,-14.6272,-7.3703,-10.0799
18236,-14.7692,-7.7548,-10.0646
18237,-15.1847,-7.7471,-10.0491
18238,-15.3122,-7.3574,-10.0338
18239,-14.9766,-7.1054,-10.0182
18240,-14.64,-7.3313,-10.0031
18241,-14.7369,-7.7298,-9.9878
18242,-15.1504,-7.7697,-9.9724
18243,-15.322,-7.3975,-9.9571
18244,-15.0296,-7.1102,-9.9418
18245,-14.6576,-7.2933,-9.9264
18246,-14.707,-7.7002,-9.9111
18247,-15.1128,-7.7887,-9.8957
18248,-15.3271,-7.4392,-9.8804
18249,-15.0706,-7.1195,-9.8652
18250,-14.6829,-7.2529,-9.8499
18251,-14.681,-7.6678,-9.8345
18252,-15.0738,-7.8029,-9.819
18253,-15.3269,-7.4865,-9.804
18254,-15.1094,-7.1332,-9.7885
18255,-14.7089,-7.221,-9.7732
18256,-14.6563,-7.6275,-9.758
18257,-14.2581,-8.0197,-9.8548
18258,-14.7327,-8.3352,-9.8548
18259,-15.3091,-8.3021,-9.8548
18260,-15.7519,-7.9214,-9.8548
18261,-15.8719,-7.3637,-9.8548
18262,-15.6243,-6.8338,-9.8548
18263,-15.1137,-6.5671,-9.8548
18264,-14.5452,-6.6626,-9.8548
18265,-14.149,-7.0826,-9.8548
18266,-14.0885,-7.6629,-9.8548
18267,-14.3893,-8.1487,-9.8548
18268,-14.9315,-8.358,-9.8548
18269,-15.4834,-8.1985,-9.8548
18270,-15.8256,-7.736,-9.8548
18271,-15.8164,-7.1621,-9.8548
18272,-15.4571,-6.7108,-9.8548
18273,-14.8974,-6.5766,-9.8548
18274,-14.3721,-6.8197,-9.8548
18275,-14.1288,-7.3442,-9.8548
18276,-14.2729,-7.9073,-9.8548
18277,-14.7276,-8.2459,-9.8548
18278,-15.3071,-8.2109,-9.8548
18279,-15.715,-7.8096,-9.8548
18280,-15.7607,-7.2378,-9.8548
18281,-15.4195,-6.7769,-9.8548
18282,-14.8513,-6.6589,-9.8548
18283,-14.3594,-6.9542,-9.8548
18284,-14.2052,-7.5121,-9.8548
18285,-14.4709,-8.0188,-9.8548
18286,-15.0108,-8.2073,-9.8548
18287,-15.5272,-7.9605,-9.8548
18288,-15.7168,-7.4217,-9.8548
18289,-15.4569,-6.8965,-9.8548
18290,-14.9197,-6.7241,-9.8548
18291,-14.4172,-6.9984,-9.8548
18292,-14.2868,-7.5605,-9.8548
18293,-14.61,-8.0319,-9.8548
18294,-15.1684,-8.1069,-9.8548
18295,-15.5987,-7.7102,-9.8548
18296,-15.5682,-7.1481,-9.8548
18297,-15.1048,-6.8043,-9.8548
18298,-14.5562,-6.9522,-9.8548
18299,-14.3471,-7.4802,-9.8548
18300,-14.64,-7.9678,-9.8548
18301,-15.2129,-8.0164,-9.8548
18302,-15.5663,-7.5724,-9.8548
18303,-15.3904,-7.0265,-9.8548
18304,-14.8447,-6.8772,-9.8548
18305,-14.4369,-7.2582,-9.8548
18306,-14.5668,-7.8167,-9.8548
18307,-15.1073,-7.9823,-9.8548
18308,-15.4977,-7.5734,-9.8548
18309,-15.2965,-7.034,-9.8548
18310,-14.7446,-6.9834,-9.8548
18311,-14.4833,-7.4777,-9.8548
18312,-14.8399,-7.917,-9.8548
18313,-15.3539,-7.7419,-9.8548
18314,-15.3485,-7.1747,-9.8548
18315,-14.8141,-7.02,-9.8548
18316,-14.5537,-7.5001,-9.8548
18317,-14.9538,-7.8745,-9.8548
18318,-15.3798,-7.5257,-9.8548
18319,-15.0868,-7.0653,-9.8548
18320,-14.6124,-7.3196,-9.8548
18321,-14.746,-7.7374,-9.8548
18322,-15.1564,-7.7661,-9.8548
18323,-15.3204,-7.3898,-9.8548
18324,-15.0153,-7.1081,-9.8548
18325,-14.6534,-7.3015,-9.8548
18326,-14.7179,-7.7118,-9.8451
18327,-15.1218,-7.7847,-9.8299
18328,-15.3263,-7.429,-9.8146
18329,-15.0551,-7.1153,-9.7991
18330,-14.6739,-7.266,-9.7839
18331,-14.6873,-7.6764,-9.7686
18332,-15.0836,-7.7998,-9.7531
18333,-15.3277,-7.4706,-9.7379
18334,-15.0986,-7.1288,-9.7225
18335,-14.7012,-7.2296,-9.7073
18336,-14.6648,-7.6428,-9.6918
18337,-15.0387,-7.8115,-9.6765
18338,-15.3235,-7.5167,-9.6613
18339,-15.1371,-7.1462,-9.6458
18340,-14.7307,-7.1992,-9.6306
18341,-14.6454,-7.605,-9.6151
18342,-14.997,-7.817,-9.5998
18343,-15.3144,-7.5584,-9.5846
18344,-15.1783,-7.1716,-9.5694
18345,-14.7636,-7.1724,-9.5539
18346,-14.6291,-7.5598,-9.5387
18347,-14.9548,-7.8175,-9.5232
18348,-15.3009,-7.5975,-9.508
18349,-15.2107,-7.1977,-9.4927
18350,-14.8007,-7.1491,-9.4773
18351,-14.6197,-7.5172,-9.462
18352,-14.7078,-7.701,-1.8176
18353,-16.0206,-6.2519,0.0
18369,-16.4739,-5.7517,0.151
18370,-16.4739,-5.7517,2.9775
18371,-16.4739,-5.7517,4.1083
18373,-16.4739,-5.7517,3.4757
18374,-16.4739,-5.7517,1.86
18375,-16.4739,-5.7517,0.2655
18376,-16.4739,-5.7517,0.0
18377,-16.4739,-5.7517,-1.3867
18378,-16.4739,-5.7517,-2.9812
18379,-16.4739,-5.7517,-4.5756
18380,-16.4739,-5.7517,-6.1276
18381,-16.4739,-5.7517,-7.6426
18382,-16.6643,-6.0275,-8.7496
18383,-17.1902,-7.4939,-8.7496
18384,-16.6103,-8.958,-8.7496
18385,-15.1588,-9.6726,-8.7496
18386,-13.5996,-9.2055,-8.7496
18387,-12.7886,-7.8609,-8.7496
18388,-13.0904,-6.2851,-8.7496
18389,-14.2823,-5.3528,-8.7496
18390,-15.8978,-5.4454,-8.7496
18391,-16.9398,-5.3382,-8.6905
18392,-16.9445,-5.3305,-7.2056
18393,-14.3496,-7.0069,-7.829
18394,-14.1935,-7.4666,-8.7496
18395,-15.253,-8.1861,-8.7496
18396,-15.5699,-6.9651,-8.7496
18397,-14.3194,-7.0386,-8.7496
18398,-15.2934,-8.0349,-8.7496
18399,-14.8502,-6.8348,-8.7496
18400,-14.7414,-7.8636,-8.7496
18401,-15.4344,-7.4429,-8.7496
18402,-14.6996,-7.0867,-8.7496
18403,-14.8243,-7.9008,-8.7294
18404,-15.4189,-7.3416,-8.6946
18405,-14.6246,-7.1548,-8.6597
18406,-14.9094,-7.9207,-8.6248
18407,-15.3826,-7.2482,-8.5894
18408,-14.5603,-7.2485,-8.554
18409,-15.0088,-7.9234,-8.5196
18410,-15.3277,-7.1654,-8.4843
18411,-14.5241,-7.3419,-8.4489
18412,-15.1195,-7.9006,-8.414
18413,-15.2444,-7.0873,-8.3787
18414,-14.5458,-7.2793,-8.1977
18415,-15.5967,-9.5224,-7.0496
18416,-15.3845,-9.6261,-8.1696
18417,-13.8768,-9.5026,-8.1696
18418,-13.6471,-9.4766,-7.0496
18419,-14.155,-5.3378,-7.9618
18420,-15.2808,-5.2953,-8.1696
18421,-16.2977,-5.4323,-7.7339
18422,-14.6247,-8.1479,-7.2923
18423,-15.1568,-8.2315,-8.1696
18424,-14.4219,-6.9417,-8.1696
18425,-14.2663,-7.2761,-7.1387
18426,-15.4475,-9.6373,-7.9587
18427,-14.1362,-9.596,-8.1896
18428,-13.8515,-9.6043,-7.0804
18429,-14.3674,-5.2695,-7.8747
18430,-15.5314,-5.3072,-8.1896
18431,-16.0916,-5.319,-7.3253
18432,-14.6927,-8.1785,-7.7217
18433,-15.2938,-6.7537,-8.1896
18434,-14.2937,-7.2186,-7.9845
18435,-16.5076,-5.8465,-7.0802
18436,-16.5677,-5.9214,-8.4496
18437,-17.1868,-7.3331,-8.4496
18438,-16.7088,-8.8411,-8.4496
18439,-15.3023,-9.6553,-8.4496
18440,-13.7215,-9.2948,-8.4496
18441,-12.8198,-8.0027,-8.4496
18442,-13.0322,-6.3843,-8.4496
18443,-14.1599,-5.3973,-8.4496
18444,-15.7884,-5.3994,-8.4496
18445,-16.926,-5.3605,-8.4254
18446,-16.9429,-5.3314,-7.0496
18447,-14.3496,-7.0069,-8.0242
18448,-14.3486,-7.9265,-8.4496
18449,-15.595,-7.9259,-8.4496
18450,-15.187,-6.7149,-8.4496
18451,-14.3006,-7.5703,-8.4496
18452,-15.6228,-7.5453,-8.4496
